"module name","license","repository"
"async-validator@4.2.5","MIT","https://github.com/yiminghe/async-validator"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"boolean@3.2.0","MIT","https://github.com/thenativeweb/boolean"
"buffer-crc32@0.2.13","MIT","https://github.com/brianloveswords/buffer-crc32"
"builder-util-runtime@9.3.1","MIT","https://github.com/electron-userland/electron-builder"
"cacheable-lookup@5.0.4","MIT","https://github.com/szmarczak/cacheable-lookup"
"cacheable-request@7.0.4","MIT","https://github.com/lukechilds/cacheable-request"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"cli-progress@3.12.0","MIT","https://github.com/npkgz/cli-progress"
"clone-response@1.0.3","MIT","https://github.com/sindresorhus/clone-response"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"csstype@3.1.3","MIT","https://github.com/frenic/csstype"
"dayjs@1.11.19","MIT","https://github.com/iamkun/dayjs"
"debug@4.3.4","MIT","https://github.com/debug-js/debug"
"debug@4.4.1","MIT","https://github.com/debug-js/debug"
"decompress-response@6.0.0","MIT","https://github.com/sindresorhus/decompress-response"
"defer-to-connect@2.0.1","MIT","https://github.com/szmarczak/defer-to-connect"
"define-data-property@1.1.4","MIT","https://github.com/ljharb/define-data-property"
"define-properties@1.2.1","MIT","https://github.com/ljharb/define-properties"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"detect-libc@2.1.0","Apache-2.0","https://github.com/lovell/detect-libc"
"detect-node@2.1.0","MIT","https://github.com/iliakan/detect-node"
"driver.js@1.3.6","MIT","https://github.com/kamranahmedse/driver.js"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"electron-dl@3.5.0","MIT","https://github.com/sindresorhus/electron-dl"
"electron-updater@6.8.3","MIT","https://github.com/electron-userland/electron-builder"
"electron@39.8.6","MIT","https://github.com/electron/electron"
"element-plus@2.11.7","MIT","https://github.com/element-plus/element-plus"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"end-of-stream@1.4.5","MIT","https://github.com/mafintosh/end-of-stream"
"entities@4.5.0","BSD-2-Clause","https://github.com/fb55/entities"
"env-paths@2.2.1","MIT","https://github.com/sindresorhus/env-paths"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-object-atoms@1.1.1","MIT","https://github.com/ljharb/es-object-atoms"
"es-set-tostringtag@2.1.0","MIT","https://github.com/es-shims/es-set-tostringtag"
"es6-error@4.1.1","MIT","https://github.com/bjyoungblood/es6-error"
"escape-goat@2.1.1","MIT","https://github.com/sindresorhus/escape-goat"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"estree-walker@2.0.2","MIT","https://github.com/Rich-Harris/estree-walker"
"ext-list@2.2.2","MIT","https://github.com/kevva/ext-list"
"ext-name@5.0.0","MIT","https://github.com/kevva/ext-name"
"extract-zip@2.0.1","BSD-2-Clause","https://github.com/maxogden/extract-zip"
"fd-slicer@1.1.0","MIT","https://github.com/andrewrk/node-fd-slicer"
"fflate@0.8.2","MIT","https://github.com/101arrowz/fflate"
"form-data@4.0.5","MIT","https://github.com/form-data/form-data"
"fs-extra@10.1.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-extra@8.1.0","MIT","https://github.com/jprichardson/node-fs-extra"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"get-intrinsic@1.3.0","MIT","https://github.com/ljharb/get-intrinsic"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
"get-stream@5.2.0","MIT","https://github.com/sindresorhus/get-stream"
"global-agent@3.0.0","BSD-3-Clause","https://github.com/gajus/global-agent"
"globalthis@1.0.4","MIT","https://github.com/ljharb/System.global"
"gopd@1.2.0","MIT","https://github.com/ljharb/gopd"
"got@11.8.6","MIT","https://github.com/sindresorhus/got"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"has-property-descriptors@1.0.2","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-symbols@1.1.0","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.2","MIT","https://github.com/inspect-js/has-tostringtag"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"http-cache-semantics@4.2.0","BSD-2-Clause","https://github.com/kornelski/http-cache-semantics"
"http2-wrapper@1.0.3","MIT","https://github.com/szmarczak/http2-wrapper"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-plain-obj@1.1.0","MIT","https://github.com/sindresorhus/is-plain-obj"
"js-yaml@4.1.0","MIT","https://github.com/nodeca/js-yaml"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-stringify-safe@5.0.1","ISC","https://github.com/isaacs/json-stringify-safe"
"jsonfile@4.0.0","MIT","https://github.com/jprichardson/node-jsonfile"
"jsonfile@6.1.0","MIT","https://github.com/jprichardson/node-jsonfile"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"lazy-val@1.0.5","MIT","https://github.com/develar/lazy-val"
"lodash-es@4.17.21","MIT","https://github.com/lodash/lodash"
"lodash-unified@1.0.3","MIT",""
"lodash.escaperegexp@4.1.2","MIT","https://github.com/lodash/lodash"
"lodash.isequal@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash@4.17.21","MIT","https://github.com/lodash/lodash"
"long@4.0.0","Apache-2.0","https://github.com/dcodeIO/long.js"
"lowercase-keys@2.0.0","MIT","https://github.com/sindresorhus/lowercase-keys"
"magic-string@0.30.21","MIT","https://github.com/Rich-Harris/magic-string"
"matcher@3.0.0","MIT","https://github.com/sindresorhus/matcher"
"math-intrinsics@1.1.0","MIT","https://github.com/es-shims/math-intrinsics"
"memoize-one@6.0.0","MIT","https://github.com/alexreardon/memoize-one"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types"
"mimic-response@1.0.1","MIT","https://github.com/sindresorhus/mimic-response"
"mimic-response@3.1.0","MIT","https://github.com/sindresorhus/mimic-response"
"modify-filename@1.1.0","MIT","https://github.com/sindresorhus/modify-filename"
"ms@2.1.2","MIT","https://github.com/zeit/ms"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"nanoid@3.3.11","MIT","https://github.com/ai/nanoid"
"node-addon-api@7.0.0","MIT","https://github.com/nodejs/node-addon-api"
"node-gyp-build@4.6.0","MIT","https://github.com/prebuild/node-gyp-build"
"normalize-url@6.1.0","MIT","https://github.com/sindresorhus/normalize-url"
"normalize-wheel-es@1.2.0","BSD-3-Clause","https://github.com/sxzz/normalize-wheel-es"
"object-keys@1.1.1","MIT","https://github.com/ljharb/object-keys"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"osc@2.4.5","MIT","https://github.com/colinbdclark/osc.js"
"p-cancelable@2.1.1","MIT","https://github.com/sindresorhus/p-cancelable"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"pend@1.2.0","MIT","https://github.com/andrewrk/node-pend"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"postcss@8.5.6","MIT","https://github.com/postcss/postcss"
"progress@2.0.3","MIT","https://github.com/visionmedia/node-progress"
"pump@3.0.3","MIT","https://github.com/mafintosh/pump"
"pupa@2.1.1","MIT","https://github.com/sindresorhus/pupa"
"quick-lru@5.1.1","MIT","https://github.com/sindresorhus/quick-lru"
"resolve-alpn@1.2.1","MIT","https://github.com/szmarczak/resolve-alpn"
"responselike@2.0.1","MIT","https://github.com/sindresorhus/responselike"
"roarr@2.15.4","BSD-3-Clause","https://github.com/gajus/roarr"
"sax@1.4.1","ISC","https://github.com/isaacs/sax-js"
"semver-compare@1.0.0","MIT","https://github.com/substack/semver-compare"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"semver@7.7.2","ISC","https://github.com/npm/node-semver"
"serialize-error@7.0.1","MIT","https://github.com/sindresorhus/serialize-error"
"serialport@12.0.0","MIT","https://github.com/serialport/node-serialport"
"sharp@0.34.4","Apache-2.0","https://github.com/lovell/sharp"
"slip@1.0.2","(MIT OR GPL-2.0)","https://github.com/colinbdclark/slip.js"
"sort-keys-length@1.0.1","MIT","https://github.com/kevva/sort-keys-length"
"sort-keys@1.1.2","MIT","https://github.com/sindresorhus/sort-keys"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"sprintf-js@1.1.3","BSD-3-Clause","https://github.com/alexei/sprintf.js"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"sumchecker@3.0.1","Apache-2.0","https://github.com/malept/sumchecker"
"three@0.178.0","MIT","https://github.com/mrdoob/three.js"
"tiny-typed-emitter@2.1.0","MIT","https://github.com/binier/tiny-typed-emitter"
"type-fest@0.13.1","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"typescript@5.8.3","Apache-2.0","https://github.com/microsoft/TypeScript"
"undici-types@6.21.0","MIT","https://github.com/nodejs/undici"
"universalify@0.1.2","MIT","https://github.com/RyanZim/universalify"
"universalify@2.0.1","MIT","https://github.com/RyanZim/universalify"
"unused-filename@2.1.0","MIT","https://github.com/sindresorhus/unused-filename"
"vue-demi@0.14.10","MIT","https://github.com/antfu/vue-demi"
"vue@3.5.22","MIT","https://github.com/vuejs/core"
"wolfy87-eventemitter@5.2.9","Unlicense","https://github.com/Olical/EventEmitter"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"ws@8.18.0","MIT","https://github.com/websockets/ws"
"yauzl@2.10.0","MIT","https://github.com/thejoshwolfe/yauzl"
"acpx@0.6.0","MIT","https://github.com/openclaw/acpx"
"chokidar@5.0.0","MIT","https://github.com/paulmillr/chokidar"
"cross-env@7.0.3","MIT","https://github.com/kentcdodds/cross-env"
"electron-builder@24.13.3","MIT","https://github.com/electron-userland/electron-builder"
"npm@11.11.1","Artistic-2.0","https://github.com/npm/cli"
"picomatch@4.0.4","MIT","https://github.com/micromatch/picomatch"
"tar@7.5.13","BlueOak-1.0.0","https://github.com/isaacs/node-tar"
"clipboard.js@2.0.8","MIT","https://github.com/zenorocha/clipboard.js"
"exceljs@4.4.0","MIT","https://github.com/exceljs/exceljs"
"github-markdown-css@5.8.1","MIT","https://github.com/sindresorhus/github-markdown-css"
"highlight.js@11.7.0","BSD-3-Clause","https://github.com/highlightjs/highlight.js"
"html2canvas@1.4.1","MIT","https://github.com/niklasvh/html2canvas"
"KaTeX@0.16.11","MIT","https://github.com/KaTeX/KaTeX"
"markdown-it@14.1.0","MIT","https://github.com/markdown-it/markdown-it"
"markdown-it-container@4.0.0","MIT","https://github.com/markdown-it/markdown-it-container"
"markdown-it-footnote@4.0.0","MIT","https://github.com/markdown-it/markdown-it-footnote"
"markdown-it-task-lists@2.1.1","MIT","https://github.com/revin/markdown-it-task-lists"
"markdown-it-texmath@1.0.0","MIT","https://github.com/goessner/markdown-it-texmath"
"mermaid@11.4.1","MIT","https://github.com/mermaid-js/mermaid"
"morphdom@2.7.4","MIT","https://github.com/patrick-steele-idem/morphdom"
"onnxruntime-web@1.20.1","MIT","https://github.com/microsoft/onnxruntime"
"pixi.js@7.3.3","MIT","https://github.com/pixijs/pixijs"
"qrcode@1.5.3","MIT","https://github.com/soldair/node-qrcode"
"uuid@9.0.1","MIT","https://github.com/uuidjs/uuid"
"@ricky0123/vad-web@0.0.18","MIT","https://github.com/ricky0123/vad"
"Font Awesome Free@6.7.2","(CC-BY-4.0 AND SIL-OFL-1.1 AND MIT)","https://github.com/FortAwesome/Font-Awesome"
"vue@3.5.22 (CDN build)","MIT","https://github.com/vuejs/core"
"texsvg@1.0.0","MIT","https://github.com/timjb/texsvg"
"Silero VAD (ONNX model)@5.0","MIT","https://github.com/snakers4/silero-vad"
"@tweenjs/tween.js@23.1.3","MIT","https://github.com/tweenjs/tween.js"
"lil-gui@0.19.2","MIT","https://github.com/georgealways/lil-gui"
"stats.js@0.17.0","MIT","https://github.com/mrdoob/stats.js"
"draco3d@1.5.7","Apache-2.0","https://github.com/google/draco"
"rhino3dm@8.13.0","Apache-2.0","https://github.com/mcneel/rhino3dm"
"ammo.js@0.0.1","zlib","https://github.com/kripken/ammo.js"
"ecsy@0.4.0","MIT","https://github.com/ecsyjs/ecsy"
"opentype.js@1.3.4","MIT","https://github.com/opentypejs/opentype.js"
"ktx-parse@0.7.1","MIT","https://github.com/donmccurdy/ktx-parse"
"chevrotain@10.5.0","Apache-2.0","https://github.com/Chevrotain/chevrotain"
"zstddec@0.1.1","MIT","https://github.com/aqson/zstddec"
"lottie-web@5.12.2","MIT","https://github.com/airbnb/lottie-web"
"mikktspace@1.1.0","MIT","https://github.com/donmccurdy/mikktsx"
"meshoptimizer@0.21.0","MIT","https://github.com/zeux/meshoptimizer"
"potpack@1.0.2","MIT","https://github.com/mapbox/potpack"
"UTIF.js@3.1.0","MIT","https://github.com/photopea/UTIF.js"
"@dimforge/rapier3d-compat@0.13.1","Apache-2.0","https://github.com/dimforge/rapier.js"
"basis_universal@1.16.4","Apache-2.0","https://github.com/BinomialLLC/basis_universal"
